,instance,hate_count,url_count,mentions_count,hashtag_count,hate_avg,url_avg,mentions_avg,hashtag_avg,users,posts,nsfw,media_removal,fed_time_rem,reject,quaran_inst,accept,avatar,banner,followers_only,report,reject_deletes,hate_perc,url_perc,mentions_perc,hash_perc,followers_count,following_count,reblogs_count,replies_count,active_halfyear,active_month,hash_ftr,hash_rej,hash_sen,blocked,users_tr,posts_tr,hate_tr,url_tr
0,1210mw.com,125436.0,32128.0,46716.0,28156.0,1.4108516668916182,0.3613623071039727,0.5254479399822286,0.3166904743158581,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24181176047149866,0.15500292437126018,0.17980946596481756,0.09771899041706034,10833,380,3,0,0.0,0.0,0.0,0.0,1.0,0,1.2009369551760027,1.0,7.075172497848689,5.63828834117657
1,434.earth,973.0,474.0,556.0,239.0,1.6056105610561056,0.7821782178217822,0.91900826446281,0.3950413223140496,47.0,3192.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2648514851485149,0.19471947194719472,0.2871287128712871,0.11468646864686467,2697,1086,2,6,0.0,0.0,0.0,0.0,0.0,1,1.8996910486020337,3.8371650527320855,3.147884627313519,2.7923063049217887
2,7td.org,3175.0,242.0,2447.0,220.0,1.0565723793677204,0.0805324459234609,0.8145805592543276,0.07323568575233022,14.0,157.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15257903494176372,0.02396006655574043,0.2603993344425957,0.022129783693843597,383967,4285,2,22,0.0,0.0,0.0,0.0,1.0,1,1.5524632891554087,2.3226473499241314,3.8337514649073654,2.4963332478596985
3,80percent.social,10561.0,882.0,10190.0,801.0,1.7350090356497454,0.1448989650073928,1.6743345382845876,0.1316135392704568,18.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2640052571053064,0.0627566945950386,0.3103334976178741,0.032446196812879906,21511,3841,13,6,0.0,0.0,0.0,0.0,0.0,1,1.6188704068605666,2.8726941231428436,4.684006694481919,3.0967876821510023
4,a.nom.pl,2137.0,143.0,1345.0,163.0,1.5188343994314144,0.10163468372423597,0.9566145092460882,0.11593172119487907,21.0,1935.0,4.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2501776830135039,0.04477611940298507,0.30810234541577824,0.03375977256574272,19702,12005,3,11,0.0,0.0,0.0,0.0,1.0,0,1.661000956165023,3.530044348723258,3.588950102675058,2.286770983670202
5,a.nti.social,43404.0,4993.0,14021.0,6728.0,1.9974229176254024,0.22977450529222276,0.6452666942795343,0.3096322886465093,93.0,1953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2757248044178555,0.09776806258628623,0.22109986194201564,0.06479521398987574,429349,13067,18,77,0.0,0.0,0.0,0.0,1.0,1,2.1285335083299706,3.535496192565372,5.928183329966838,4.134220102046949
6,agora.echelon.pl,3436.0,556.0,1893.0,859.0,1.45040101308569,0.2346981848881385,0.7994087837837838,0.3627533783783784,2.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2154917686787674,0.10531869987336427,0.2857745884339384,0.07830308146897423,470291,27685,6,3,0.0,0.0,0.0,0.0,1.0,0,1.122462048309373,2.2564670105409226,3.8845632082269055,2.8675596800452974
7,akane.ml,46.0,290.0,113.0,240.0,0.03148528405201916,0.19849418206707733,0.0773972602739726,0.1643835616438356,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00787132101300479,0.08008213552361396,0.03867214236824093,0.04551676933607118,13143,935,8,7,0.0,0.0,0.0,0.0,0.0,0,1.0,1.8859727740585395,1.892894046431534,2.5727623186035333
8,akko.kalasarn.se,111770.0,13844.0,55033.0,23446.0,1.5329858729941024,0.18987793169661227,0.7548176493985653,0.3215789545872252,1.0,1253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2572760938142916,0.08577012755451928,0.26122616924976,0.07656014264161294,455941,11347,10,79,0.0,0.0,0.0,0.0,1.0,0,1.0,3.2834104683858993,6.940448593273574,4.90016004809262
9,akuochi.art,4676.0,2648.0,9283.0,3086.0,0.8451111512741731,0.4785830471715163,1.6780549530007232,0.5578452639190167,2.0,6.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17178745707572746,0.08928248689680103,0.3165552141695283,0.08060726549792156,4827,2659,2,38,0.0,0.0,0.0,0.0,0.0,0,1.122462048309373,1.3480061545972777,4.089269660924749,3.7195151341563926
10,alcatir.com,3339.0,368.0,1699.0,595.0,1.6728456913827656,0.1843687374749499,0.8516290726817043,0.2982456140350877,8.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25851703406813625,0.08341683366733467,0.311372745490982,0.05861723446893787,16744,12259,2,34,0.0,0.0,0.0,0.0,0.0,0,1.414213562373095,2.367293530872497,3.8660672401358838,2.6769564325987623
11,altelectron.org.uk,17662.0,2714.0,6016.0,3760.0,1.6990860990860992,0.2610870610870611,0.5787954589186068,0.3617471618241293,9.0,1593.0,7.0,0.0,21.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277970177970178,0.12496392496392494,0.2296777296777297,0.08499278499278501,419024,15355,7,38,0.0,0.0,0.0,0.0,0.0,0,1.4422495703074083,3.417453620405079,5.103169342069578,3.7348082306548744
12,ambrosia.cafe,628.0,18.0,219.0,7.0,1.9625,0.05625,0.684375,0.021875,3.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2984375,0.0265625,0.3203125,0.0109375,17923,12811,1,14,0.0,0.0,0.0,0.0,0.0,0,1.2009369551760027,1.9786024464679264,2.9263522876519565,1.6188704068605666
13,anime.website,17255.0,1971.0,13620.0,2534.0,1.2239324726911618,0.13980706483189104,0.966163013407108,0.1797545577073136,682.0,234474.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.201517945807916,0.05231238473542346,0.27858561498084833,0.04844658816853455,34286,24815,31,13,0.0,0.0,0.0,0.0,0.0,1,2.966862339334362,7.852641702176152,5.0833790405170785,3.5409063231245885
14,aorinngo.tk,13.0,19.0,0.0,470.0,0.04075235109717868,0.059561128526645774,0.0,1.4779874213836477,1.0,1833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006269592476489028,0.028213166144200632,0.0,0.3322884012539185,5266,373,2,0,0.0,0.0,0.0,0.0,0.0,0,1.0,3.498327071446336,1.5334062370163875,1.6335243030704945
15,ap.kios.cc,1511.0,238.0,806.0,272.0,1.2772612003381234,0.20118343195266272,0.6818950930626058,0.23011844331641285,35.0,1956.0,0.0,2.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23626373626373626,0.09256128486897718,0.26458157227388,0.05832628909551986,18695,12957,4,6,0.0,0.0,0.0,0.0,0.0,0,1.8086089434116457,3.536400758733339,3.3874852333764562,2.4894084507651866
16,ap.sevvie.ltd,248603.0,144844.0,107162.0,130214.0,1.9168131630890701,1.1167962003454228,0.8262616137861907,1.0040016962874436,5.0,12349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2936713545521836,0.2459096656797434,0.21723106340981987,0.2030440414507772,417895,20172,10,85,0.0,0.0,0.0,0.0,0.0,1,1.3076604860118306,4.807714079723102,7.929595992233926,7.246863563725444
17,apeiron.aire.ml,3634.0,1264.0,947.0,1504.0,1.9967032967032967,0.6945054945054945,0.5206157229246839,0.8268279274326553,2.0,569.0,15.0,0.0,15.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2917582417582418,0.22857142857142854,0.1837912087912088,0.17582417582417584,6867,579,3,16,0.0,0.0,0.0,0.0,1.0,0,1.122462048309373,2.878626888671314,3.921005822097871,3.288197127834712
18,asfr.social,249.0,58.0,100.0,232.0,1.55625,0.3625,0.6289308176100629,1.4591194968553458,81.0,559.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2625,0.153125,0.246875,0.134375,52,52,3,2,0.0,0.0,0.0,0.0,0.0,1,2.080083823051904,2.8701326422799567,2.508225378939518,1.9674543554115294
19,asimon.org,35442.0,1659.0,32834.0,2083.0,1.4570195272353546,0.06820143884892088,1.3498602203584935,0.08563558625226114,7.0,2417.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2310791366906475,0.03237410071942446,0.35942446043165466,0.01539568345323741,60472,10584,7,44,0.0,0.0,0.0,0.0,1.0,1,1.3830875542684884,3.6633586728313245,5.7312986149606715,3.440654500399029
20,asocial.grimstack.xyz,47754.0,5901.0,21547.0,11582.0,1.498070709288829,0.18511779653041374,0.6759631070397791,0.3633454636717279,4.0,373.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2532390124541205,0.08844935219750917,0.2528468801957524,0.08255168303165293,7206,2551,14,33,0.0,0.0,0.0,0.0,0.0,1,1.2599210498948732,2.6829843451801887,6.023306445652709,4.250965716388098
21,asturias.raspberryip.com,2559.0,321.0,1765.0,548.0,1.1126086956521741,0.13956521739130434,0.7677250978686385,0.23836450630709005,3.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2158695652173913,0.065,0.2747826086956522,0.05,451051,25677,3,13,0.0,0.0,0.0,0.0,0.0,0,1.2009369551760027,2.1129943434814344,3.6983815536648517,2.6166813481148674
22,atlas.fedi.live,20246.0,1649.0,17193.0,1139.0,1.7304273504273504,0.14094017094017094,1.469612787417728,0.0973587486109924,1.0,1326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2652564102564103,0.06047008547008548,0.3347435897435897,0.025085470085470084,15636,3930,10,10,0.0,0.0,0.0,0.0,0.0,1,1.0,3.3145450082048873,5.22063349482562,3.437189232310745
23,aura.aetheri.ca,5839.0,332.0,1629.0,289.0,2.0588857545839208,0.11706629055007052,0.5746031746031746,0.1019400352733686,7.0,871.0,0.0,0.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2618124118476728,0.053244005641748936,0.26339915373765865,0.030500705218617776,4,0,4,20,0.0,0.0,0.0,0.0,0.0,0,1.3830875542684884,3.0903169634237,4.24348898510333,2.6314170275019197
24,awkward.company,8992.0,951.0,4381.0,785.0,1.43848984162534,0.15213565829467285,0.70096,0.1256,12.0,6047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22652375619900816,0.05943049112142058,0.266357382818749,0.031115021596544556,27117,19660,7,11,0.0,0.0,0.0,0.0,0.0,0,1.5130857494229015,4.268316953189513,4.560117673059814,3.1359087686145775
25,awoo.fai.su,40699.0,3204.0,29522.0,3783.0,1.0997946278981787,0.08658055450467493,0.7977840832319957,0.10222942845561413,98.0,24825.0,2.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.20534507917634975,0.04020969572501757,0.283399989190942,0.027981948873155704,18828,5987,11,75,0.0,0.0,0.0,0.0,1.0,0,2.1471926536895674,5.401091601060608,5.864945170787312,3.8395655340779413
26,b.z0ne.social,4390.0,4817.0,586.0,2969.0,0.8140181717040608,0.8931948822547747,0.10867952522255192,0.5506305637982196,10.0,32427.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18004821064342666,0.4434452067494901,0.03198590765807528,0.2718338587057296,1905,2466,3,0,0.0,0.0,0.0,0.0,1.0,1,1.4677992676220695,5.6470000978249715,4.0464802034559515,4.109567401141469
27,babic.dev,118690.0,6716.0,100616.0,9579.0,1.3346452265827056,0.0755200719667154,1.1314194469745529,0.1077151435414769,4.0,739.0,0.0,0.0,1.0,36.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2241819408523558,0.03440908579781851,0.3190599347801642,0.025750590351962217,428845,20540,11,87,0.0,0.0,0.0,0.0,0.0,0,1.2599210498948732,3.0068198344322132,7.010285224910603,4.343619570882279
28,bakabakufu.nsfw.cafe,17331.0,1330.0,14909.0,1116.0,1.4121241750183329,0.10836796219343274,1.214879400260756,0.0909387222946545,2.0,2329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22720606208750915,0.04770634726635704,0.3458812026399413,0.02301800700725169,33852,24533,15,15,0.0,0.0,0.0,0.0,0.0,1,1.122462048309373,3.640784006948894,5.0871038516611105,3.316209355403043
29,barcelona.social,63541.0,11949.0,29589.0,13863.0,1.6017393496344845,0.301209982354424,0.7458973001588142,0.34946683808515466,40.0,7331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2516511217544744,0.1228762288883287,0.2593017393496345,0.08689185782707336,538326,12590,20,91,0.0,0.0,0.0,0.0,1.0,0,1.8493111942973237,4.40751571973251,6.3169728099196565,4.781402014525398
30,basedship.xyz,5972.0,638.0,2764.0,2009.0,1.4626500122458976,0.1562576536860152,0.6771190592846644,0.4921607055365017,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22348763164339944,0.07323046779328925,0.23708057800636784,0.06637276512368356,2363,1689,3,1,0.0,0.0,0.0,0.0,1.0,0,1.0,1.4422495703074083,4.259447795642656,2.934067583033161
31,bbs.kawa-kun.com,3507.0,148.0,3056.0,248.0,1.3769140164899882,0.05810757754220652,1.2003142183817754,0.0974076983503535,50.0,54861.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21476246564585788,0.026698076168040832,0.3364742834707499,0.027875932469572047,33839,24523,9,9,0.0,0.0,0.0,0.0,1.0,1,1.9193831036664843,6.164208025972144,3.8978276106223797,2.2999070574034524
32,bdx.town,20384.0,2957.0,9141.0,4487.0,1.3851590106007068,0.20093775482468065,0.6212028542303771,0.3049269452939178,17.0,2293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23555993476488174,0.08691220440337047,0.26063468333786355,0.06798722478934494,467811,27226,16,47,0.0,0.0,0.0,0.0,0.0,0,1.6035216215125492,3.6313435864765844,5.226547500762965,3.7885691694964545
33,beefyboys.club,245.0,5.0,198.0,24.0,1.4848484848484849,0.030303030303030307,1.2073170731707317,0.14634146341463414,32.0,19873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2363636363636364,0.015151515151515154,0.3212121212121212,0.03333333333333333,2981,3514,6,0,0.0,0.0,0.0,0.0,1.0,1,1.7817974362806785,5.204478739390264,2.501464520171328,1.3076604860118306
34,beeping.town,7110.0,303.0,1755.0,294.0,1.5359688917692806,0.06545690213869086,0.3792134831460674,0.06352636127917027,184.0,105983.0,0.0,10.0,46.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25988334413480235,0.03056815726938864,0.16720674011665587,0.01793043853964139,20792,15329,5,12,0.0,0.0,0.0,0.0,0.0,1,2.384897054319773,6.8792226855598715,4.385087531212418,2.5916346118902633
35,bidule.menf.in,383.0,56.0,98.0,138.0,1.3927272727272728,0.20363636363636364,0.35766423357664234,0.5036496350364964,24.0,16632.0,0.0,0.0,0.0,27.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2145454545454545,0.0890909090909091,0.15818181818181815,0.12,4447,1367,3,3,0.0,0.0,0.0,0.0,0.0,1,1.6983813295649528,5.052318793454154,2.694840893251022,1.9559811771959306
36,bikeshed.party,8099.0,926.0,4583.0,1139.0,1.49235304956698,0.17062833978256864,0.8446369332841872,0.2099152230003686,95.0,5844.0,6.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2423991155334439,0.07453473373871382,0.2906762483876912,0.0505804311774461,459161,19524,10,41,0.0,0.0,0.0,0.0,1.0,1,2.1360951840652995,4.244094393523144,4.481312531839286,3.1220162875616184
37,bilboed.tech,6773.0,811.0,2644.0,903.0,1.6277337178562843,0.19490507089641912,0.6355769230769229,0.2170673076923077,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2602739726027397,0.08832011535688536,0.2746935832732516,0.05671713530401345,18534,13163,2,17,0.0,0.0,0.0,0.0,1.0,0,1.0,1.912931182772389,4.349742145885913,3.053773408394816
38,birdity.club,28708.0,5447.0,38430.0,13086.0,0.6411040889702763,0.12164184104155965,0.8582339541739247,0.2922417258475144,51.0,1953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11065454789075237,0.05402085799146922,0.3001853547421783,0.05971549163670471,20696,15184,8,103,0.0,0.0,0.0,0.0,0.0,1,1.9257283736981676,3.535496192565372,5.533507330244981,4.194622633284112
39,biribiri.dev,8471.0,568.0,7346.0,739.0,1.064062303730687,0.07134782062554955,0.9228643216080402,0.0928391959798995,24.0,14451.0,1.0,2.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19325461625423945,0.03322446928777792,0.3294812209521417,0.02286144956663736,29684,22232,14,14,0.0,0.0,0.0,0.0,0.0,0,1.6983813295649528,4.935331361817394,4.514979474268094,2.877783087525136
40,bleepboop.club,10247.0,1528.0,3768.0,1287.0,1.6618553357119688,0.2478105741161207,0.6111922141119221,0.20875912408759126,9.0,21.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2551897502432696,0.08619850794680506,0.2444858903665261,0.05222186182289977,14420,4861,5,17,0.0,0.0,0.0,0.0,0.0,0,1.4422495703074083,1.661000956165023,4.660502973155481,3.3938076611653765
41,blob.cat,16218.0,1770.0,12907.0,2410.0,1.1803493449781661,0.12882096069868995,0.939442463061358,0.1754130577189024,707.0,369967.0,0.0,1.0,20.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19294032023289664,0.052001455604075694,0.2646288209606987,0.04032023289665211,41587,25617,27,18,0.0,0.0,0.0,0.0,0.0,1,2.984717525318845,8.472804089778746,5.0311378399260756,3.477994394613548
42,blog.zero-day.tech,1207.0,541.0,464.0,594.0,2.0116666666666667,0.9016666666666666,0.7746243739565943,0.991652754590985,2.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32166666666666666,0.25166666666666665,0.2716666666666667,0.24,4242,205,2,14,0.0,0.0,0.0,0.0,0.0,0,1.122462048309373,2.815387796466004,3.2630060449471814,2.8545186020347217
43,blovice.bahnhof.cz,16998.0,973.0,54673.0,1169.0,1.306131857999078,0.0747656370063009,4.20141397064474,0.08983324367939753,57.0,48864.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2243353311818042,0.03450130628553865,0.30398032887659443,0.022322114645766097,278651,6353,6,23,0.0,0.0,0.0,0.0,1.0,0,1.9617597027354816,6.0464180246877275,5.0706811693612694,3.147884627313519
44,blurts.net,11385.0,1128.0,5660.0,1728.0,1.73923006416132,0.17231897341888175,0.8647822765469825,0.2640183346065699,6.0,826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2595478154598228,0.06904980140543844,0.27497708524289644,0.05392606171707913,280350,9740,6,22,0.0,0.0,0.0,0.0,0.0,1,1.3480061545972777,3.063115276345119,4.74302600524874,3.2263998088873613
45,boltcarrier.group,22278.0,1924.0,36469.0,3342.0,1.4044001765113787,0.12128853306436363,2.299142604967848,0.21069222040095825,5.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23280590052323016,0.05572716384038328,0.3382084095063985,0.06842967912752948,8540,3162,5,36,0.0,0.0,0.0,0.0,0.0,0,1.3076604860118306,1.5524632891554087,5.304519292414942,3.5266918263804605
46,bot.cofespace.com,311.0,15.0,131.0,37.0,1.9683544303797469,0.0949367088607595,0.8343949044585988,0.2356687898089172,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2816455696202532,0.04113924050632911,0.3259493670886076,0.07278481012658228,35,46,1,3,0.0,0.0,0.0,0.0,0.0,0,1.2009369551760027,1.2009369551760027,2.602915471595901,1.5704178024750197
47,bots.franssen.xyz,4298.0,4487.0,1119.0,711.0,1.5894970414201184,1.6593934911242605,0.4138313609467456,0.2629437869822485,41.0,43215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333949704142012,0.4994452662721893,0.17492603550295854,0.0576923076923077,429,1011,1,1,0.0,0.0,0.0,0.0,1.0,0,1.8569375973313509,5.923873186045908,4.032221693913712,4.06124645180178
48,btc.gdn,65592.0,2555.0,54044.0,2439.0,1.2161079798279442,0.04737095817264906,1.0020209511448963,0.04522109947158617,54.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2131044200533966,0.022341293384752298,0.3458079946603382,0.01257972411747256,13003,2600,2,13,0.0,0.0,0.0,0.0,0.0,0,1.9441612972396656,2.508225378939518,6.350508167280202,3.6974174289811126
49,bubbles.leobrown.net,925.0,21.0,441.0,54.0,2.1461716937354987,0.04872389791183295,1.0255813953488373,0.12558139534883722,7.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2958236658932715,0.02088167053364269,0.2320185614849188,0.03596287703016241,15944,3061,1,6,0.0,0.0,0.0,0.0,0.0,0,1.3830875542684884,2.557759296802023,3.121454116573442,1.661000956165023
50,buildthatwallandmakeamericagreatagain.trumpislovetrumpis.life,150569.0,9376.0,133044.0,13376.0,1.529861816703922,0.09526519000203212,1.3518121500929698,0.13590871681281053,22.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2372840885998781,0.04083011583011583,0.31046027230237755,0.04118573460678724,20897,5981,15,28,0.0,0.0,0.0,0.0,1.0,1,1.6739293087389882,2.8058856652052566,7.2938348846087075,4.592011141516687
51,bulge.exposed,126653.0,55986.0,38165.0,61615.0,1.9738027334922936,0.8725045584178783,0.594785400367796,0.9602437427921328,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2942010690853554,0.2132092820297037,0.1960119687689934,0.1813081490485764,18423,13025,3,27,0.0,0.0,0.0,0.0,1.0,0,1.0,1.6035216215125492,7.086567261512253,6.185097830357094
52,burgetts.net,236.0,295.0,120.0,215.0,1.145631067961165,1.4320388349514563,0.5853658536585366,1.0487804878048779,7.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2524271844660194,0.2597087378640777,0.22572815533980586,0.21359223300970875,466,6,1,31,0.0,0.0,0.0,0.0,0.0,0,1.3830875542684884,1.912931182772389,2.485909613374075,2.58010275602385
53,burn.thefire.work,986.0,371.0,350.0,326.0,0.4401785714285714,0.165625,0.15631978561857973,0.14560071460473425,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07165178571428571,0.06696428571428571,0.0640625,0.039285714285714285,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0,1.0,1.5524632891554087,3.154855598241423,2.680581308345858
54,butt.fan,4308.0,606.0,2712.0,709.0,1.4896265560165975,0.2095435684647303,0.9380837080594949,0.2452438602559668,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2294260027662517,0.10010373443983404,0.2627939142461964,0.07278699861687414,467035,1331,2,22,0.0,0.0,0.0,0.0,0.0,0,1.0,1.7320508075688772,4.033783784123534,2.909011494931812
55,bydons.ddns.net,19850.0,1590.0,9133.0,6026.0,1.8797348484848484,0.15056818181818182,0.8649493323231366,0.5706979827635192,2.0,645.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2764204545454545,0.06993371212121212,0.23205492424242424,0.08839962121212121,1457,261,6,22,0.0,0.0,0.0,0.0,0.0,0,1.122462048309373,2.9394085455600907,5.203474355082344,3.416380130659807
56,cachapa.moe,122079.0,7152.0,138115.0,11108.0,1.429513226150189,0.08374805325589292,1.6173095388650789,0.13007330382444554,3.0,619.0,1.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21567582758580311,0.039496949612993125,0.28932423096289184,0.05598426211079755,20009,7577,18,1,0.0,0.0,0.0,0.0,1.0,0,1.2009369551760027,2.9193204855789916,7.04325632356255,4.389394188389688
57,caonima.wtf,25277.0,3265.0,23502.0,4481.0,0.865798938174345,0.1118342181880459,0.8050284304994176,0.153490443241762,4.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1406576468573386,0.05086487412228121,0.2223839698578524,0.04899811611577325,381959,27511,8,30,0.0,0.0,0.0,0.0,1.0,0,1.2599210498948732,2.6418803998116354,5.417358644608078,3.851653385732775
58,catgirl.science,156903.0,8056.0,69694.0,8832.0,1.3970901190486789,0.07173194903256253,0.6205723647890584,0.07864228091108222,192.0,73412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2354572733667536,0.03309232728146954,0.255318012234322,0.02037718040727648,392547,8225,48,91,0.0,0.0,0.0,0.0,0.0,0,2.4018739103520055,6.470847666394072,7.344099314915341,4.477338294039051
59,cawfee.club,30102.0,2292.0,27522.0,2837.0,1.3237467018469655,0.1007915567282322,1.2103434627732088,0.12476362197106293,725.0,80213.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2133245382585752,0.04294195250659631,0.3090589270008795,0.03515831134564644,469030,27843,33,33,0.0,0.0,0.0,0.0,1.0,1,2.997250222406408,6.56710751605449,5.577409840222772,3.631079594353982
60,cb.janusworx.com,6868.0,483.0,3146.0,808.0,1.9243485570187728,0.13533202577752873,0.8817264573991032,0.22645739910313897,2.0,2583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2905575791538246,0.0619221070327823,0.29293919865508544,0.05407677220509947,18193,13028,2,12,0.0,0.0,0.0,0.0,0.0,0,1.122462048309373,3.7041400708852126,4.359851673761978,2.8010736093727426
61,cdrom.tokyo,201124.0,14050.0,173443.0,22126.0,1.1984721452534606,0.08372214972261452,1.0335307717976832,0.1318467845735806,261.0,71127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20570323626331066,0.03767496737517653,0.2994482084651734,0.033116430397397166,418005,28141,19,86,0.0,0.0,0.0,0.0,0.0,1,2.5279787436604972,6.4368355712077525,7.6543911169280205,4.912237852733768
62,ceske.site,1198.0,47.0,382.0,126.0,3.048346055979644,0.11959287531806614,0.9744897959183674,0.32142857142857145,9.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33969465648854963,0.053435114503816786,0.31170483460559795,0.06615776081424936,360,317,2,4,0.0,0.0,0.0,0.0,0.0,0,1.4422495703074083,2.4321763298948365,3.2589382857393585,1.8996910486020337
